?????????,?????????,????????,35222625784,249
????,?????????,?????????,79228685707,660
????,?????,??????????,35222887396,653
????,????????????,???????,88004684811,425
???????,???????,?????????,79227857699,340
????????,????,?????????,35222885357,513
??????,??????????,???????????,79228354674,617
?????????,????????????,?????????,79228089062,545
????????,????????????,??????,79223106349,342
???????,?????,??????????,35222602729,307
?????????,????????,?????????,35222933285,269
???????,??????????,????????,79227262497,717
?????,????????,????????,35222596326,421
??????,?????????,????????,79222538795,879
?????????,?????,?????????,88002078980,124
???????,????,??????????,79224475506,194
????????,????,??????????,35222137665,377
???????,??????,?????????,88007894692,968
???????,??????????,????????,88000544397,161
?????,????????,?????????,88004668075,277
????????,?????????,?????????,88000174590,291
??????,????????,????????,35222377266,935
???????,??????,?????????,88000144155,70
???????,??????????,????????,79228562310,983
???????,?????????,??????,88005256397,105
?????,??????????,????????,79223875717,288
?????????,????,??????????,35222130961,433
???????,?????,?????????,88002709514,15
????????,????,??????????,35222817469,505
????????,????????,?????????,35222276697,818
???????,??????,?????????????,35222259070,678
????????,??????,?????????,88007932112,708
??????,???????,????????,79226441867,143
???????,?????,?????????,35222406748,224
??????,????????,??????????,88009558786,292
???????,???,??????????,88003750066,883
??????,???????,??????????,79225570091,282
?????????,???????,?????????,88005236332,967
?????,??????????,????,88001439410,949
??????,??????????,???????,79228020612,261
????????,?????????,??????,79228423790,739
???????,????,???????,79226244349,959
?????,?????,?????????,35222287035,835
??????,????,?????????,88007020888,105
???????,?????????,???????,79224684296,913
????,??????????,???????,79220110975,539
?????????,????????,??????????,88007037513,377
???????,??????????,?????????,88002424580,377
????????,?????????????,????????,79224987897,848
?????,?????????,????????,35222759448,335
?????,????????,???????,88006028018,817
?????,?????????,?????????????,79225768880,653
??????,??????????,?????????,79227873247,22
???????,?????????,????????,79223751442,209
???????,???????,?????????,79223713101,51
??????,???,?????????,88000633034,726
?????,????,?????????,35222156885,217
???????,???????,?????????,88007170290,28
???????,????????,???????,35222396533,990
????????,????,??????????,79221225122,323
????,?????????,???????,35222058933,964
????????,?????????,??????????,35222968240,778
????????,?????,?????????,88007342766,930
??????,???????,???????????,35222435681,551
????,??????????,??????,79226076120,377
??????,?????,?????????,88002879118,940
?????,?????????,????????,88004235774,5
????????,?????????,?????,79224936093,406
???????,??????????,???????,35222863561,758
???????,?????????,????????,79221987619,170
?????,????????,??????????,35222469953,657
?????????,?????,??????????,88007428665,814
???????,?????????,??????????,79221669410,392
??????????,????,????????,79226401924,191
????????,?????,?????????,79222142131,306
?????????,????????,???????,88002957418,747
???????,???????,?????????????,88004374151,96
??????,????,??????????,79228946977,955
?????,??????????,????????,88008030614,173
????,??????????,???????????,88009757419,656
?????,?????????,???????,79224958461,797
???????,?????????,?????????,35222924787,470
????????,?????????,??????,79224043350,880
?????????,?????,???????,35222454773,182
???????,?????????,????????,88000299724,539
????,??????????,??????,88009805517,829
???,????????????,????????,88003285281,91
???????,??????????,??????????,35222951353,639
?????????,??????,???????,79225108201,863
?????,?????????,?????,79224715128,464
????????,???????,????????,79223000579,951
????????,???,??????????,79221846820,556
?????????,?????,?????????,79222726120,601
????????????,???????,??????????,79225428976,443
?????,?????????,??????,35222025045,100
???????,??????????,????????????,35222145881,877
????????,????????,?????????,35222597835,321
????????,?????,?????????,79222700409,37
?????????,????????????,??????,88003920545,361
??????????,???????,?????????,35222131227,468
??????,????,?????????,79227664468,940
?????????,?????????,?????????,88000965345,333
?????????,???????,?????????????,35222761911,391
???????,???????,????????,35222944931,303
?????,??????????,?????????,88006361877,343
???????,???????,????????,35222175216,277
???????,??????????,??????,79227222140,435
??????,??????????,?????,35222851552,581
????,?????????,???????????,35222447390,839
?????????,?????????,??????,79220296463,528
??????,????????,????????,79227644146,69
?????,?????????????,????????,35222876729,603
??????,?????????,???????,88007325580,241
????????,????????,?????????,79226494092,725
??????,?????????????,??????,88006165544,419
???????,?????????,???????????,35222856588,391
????????,?????,???????,88003141815,172
??,?????????,????????,35222084205,708
?????,?????????,???????,35222295076,658
???????,???????,??????????,35222211389,75
????,??????????,?????????,88004859795,807
????????,????????,??????????,79228995452,445
?????????,????,????????????,35222853821,571
??????????,????,?????????,79228770135,116
?????,?????????????,???????,79222062133,130
?????,????????,?????????,88006387705,281
?????,?????????,?????????,79227310389,520
????????,???????,????????,35222470969,844
?????????,????,?????????????,79222741102,169
????????,????,??????????,35222301844,41
???????,?????????????,????????,35222929390,619
???????,????,??????????,88001564460,117
????????,????,????????????,79223391216,677
??????,????,????????????,79229476033,567
????????,?????,?????????,88007434006,980
?????,?????,????????????,88006776777,756
????????,??????,????????????,88007026606,985
???????,????????,?????????,88004502508,499
???????,????,?????????,35222667012,696
???????,???,????????????,79228236662,805
????????,??????,??????????,88002724157,278
??????,??????????,??????,79223154235,724
????,?????????,???????,88008245014,314
??????,??????????,?????????,35222775718,728
???????,??????????,????????,88009669662,746
?????,?????,??????????,79225788940,109
?????,??????????,????????,35222506359,468
?????????????,????,??????????,79225199169,780
??????,???????,??????????,88003871418,871
?????????,?????????,?????????,79226570831,471
??????,??????????,??????????,88002540399,730
???????,???????,?????????????,35222069318,915
????,?????????,?????????,79225995730,125
????,????????,???????,35222692540,887
????,?????????,??????????,79220373084,281
???????,????,?????????,79220063937,630
????????,??????,?????????,35222510715,838
????????,?????????,???????,35222816479,962
?????????,????,???????,35222114348,28
?????,??????????,??????,88003789479,477
?????,??????????,?????,79227065977,1000
??????,?????,??????????,88006684890,760
?????,????????????,?????,88008971542,989
???????,?????????,????????,79228685078,126
????,?????????,????????,79220446869,163
??????,??????,?????????,79221887379,939
?????,????????,?????????,35222204283,14
????????,?????????,????????,88007771069,758
??????????,?????????????,?????????,88005430520,499
?????????,??????????,?????????,88004179745,974
?????,????????,???????,35222266321,636
???,????????????,????????????,35222259192,746
?????,?????????,??????,88000926002,340
????????,???????,?????????,79226062511,263
????,??????????,????????,88007340981,208
?????,?????????,??????,35222447731,754
???????,??????????,????????,88002288364,562
??????,?????????,??????????,79222942588,556
???????,????????,??????????,79221696350,160
?????,???????,???????,79225972715,195
????,?????????,?????????,79225829264,381
????????,???,?????????,35222775852,19
????????,?????????????,?????????,79222969930,480
???????,??????????,?????????,35222313637,858
????????,?????????,?????????,35222968626,874
?????,??????????,????????,79224539497,360
??????,??????,??????????,35222009650,646
??????????,?????,?????????,35222800513,654
????,?????????,????????,79221631112,229
????,??????????,?????,79227926008,614
??????,?????????,????????,35222709362,652
?????????,?????????,?????????,88003931614,917
????????,?????,?????????,79223002746,37
?????????,??????,?????????,88008832991,142
??????????,????,?????????,88003705611,889
??????,??????????,??????????,88009120963,237
????????,????,??????????,35222415026,381
?????????,????????,?????????,35222959987,646
?????,??????,?????????,79224790326,513
????????,????????,??????????,35222548334,506
?????,?????????,???????,88006043508,228
?????????,???,?????????,88009967686,472
??????,????,?????????,35222064774,147
?????,?????????,???????,88008997538,254
????,???????,???????,88002081063,370
??????,?????,?????????,35222135340,566
???????,?????,?????????,35222277463,576
?????????,?????????,??????????,88006723722,794
????????,?????,??????????,79224846659,691
?????????,??????????,????????,79223997478,537
?????,????,?????????,88006516048,459
????,?????????????,?????????,35222363770,100
??????,?????????????,??????,88004662277,962
????????,?????,?????????,35222466663,854
???????,????????,??????????,88008100081,648
??????,??????,?????????,88001433329,740
???????,?????????,?????????????,79222502631,131
??????,?????????,???????,79226067605,220
????,??????????,?????????,88002962226,533
?????,??????????,?????????,35222129242,322
????????,???????,?????????,88005840564,993
??,??????????,??????,35222122187,657
?????,?????????,?????????????,88000878668,865
??????,?????,???????,35222906658,168
???????,????????,??????,35222500734,677
?????????,?????,???????,79222266741,223
????????,??????????,????????,88008257257,421
?????,?????????,???????,88009153319,423
????????,??????,?????????,88009914679,150
??????,??????????,?????????,35222296749,593
?????????,?????,?????????,88005000447,975
???????,??????,????????,79226584488,544
???????,????????,??????????,79226024819,440
??????????,??????????,?????????????,88000257288,626
?????,?????????????,????????,88008701802,704
?????,?????????,????????,79226268447,307
??????,??????????,?????,35222653690,59
?????,?????????,?????????,35222311723,524
???????,??????,??????????,88008874905,897
???????,????????,??????????,88007143545,243
???,?????????,????????,79227378820,799
???????,?????,?????????,79227365788,931
????????,?????,????????,79229533674,400
?????????,????????,?????????,35222114105,603
?????,??????????,?????,88009793700,943
??????,??????????,?????????,79223233446,798
??????,?????????,????,35222405537,785
????,????????,???????,35222431733,540
???????,?????,??????????,88001824770,243
???????,??????,???????,35222128377,516
???????,????????,?????,35222329705,865
???????,??????,??????????,88002520915,974
???????,???????,??????????,79228389188,974
???????,?????????,???????,79228252843,207
??????,?????,??????????,88002293476,547
????????,?????????,???????,79221580429,259
?????????,?????,?????????????,79226422297,421
???????,??????????,?????????,88009763804,777
?????????,?????,??????????,79225400962,641
???????,??????????,??????,88003535984,103
????????,????,??????????,35222503265,68
??????,?????????,?????????,88009752346,414
??????,?????????????,?????,79225315555,464
?????,?????,?????????,88003499822,630
??????,?????,?????????,79224955383,421
?????????,????,?????????,35222018111,969
?????????,????????,?????????,79221451238,516
?????????,????????,??????????,79225222609,653
?????,?????????,??????,79226008146,147
?????,??????????,????????,35222584519,234
????,?????????,???????????,79222474859,866
??????,??????????,????????,88003696642,37
????,??????????,??????,35222582099,585
???????,??????,?????????,88006356925,859
?????????,????,?????????,79221606984,921
???????,??,?????????,79226441736,277
????????,??????????,???????,35222848455,927
????????,?????,????????????,35222501465,918
????????,?????,??????????,79225094863,262
????????,?????????,??????,35222337517,916
????????,????????,?????????,79223303566,519
???????,??????,?????????,79224895939,173
?????????,??????,?????????,35222857892,735
????????,?????,?????????,79229407017,390
????????,???????,?????????,35222870362,485
??????,??,?????????,88004646450,152
????????,?????????,????????,35222628378,643
?????,??????????,??????,35222796615,198
????????,????,?????????,79223841412,32
??????,?????????????,??????,88009667726,968
???,??????????,??????,88007783980,529
????,??????????,?????????,79227271431,412
???????,???,?????????,35222143290,39
?????,?????????????,????????,79222757962,340
??????,???????,?????????,79224310819,941
???????,????????,????????,35222113509,23
????,??????????,????????,35222869956,137
???????,????,???????,35222774136,140
????????,????????,??????,35222912137,720
??????,?????????????,??????,88009201989,55
?????,????????????,????????,79222015739,715
?????,?????????????,?????????,79220140882,85
?????????,????????,?????????????,79227169795,775
??????,???????,??????????,88009325512,515
??????,??????,??????????,79227820139,948
??????,?????????,????????,88003498733,145
???????,??????????,?????????,35222958082,668
??????,??????????,???????,79223162023,536
??????????,?????,?????????,35222704118,314
????????,??,??????????,35222496407,333
??????,?????????,?????,79222798260,813
????,???????,???????,79229266589,719
???????,?????????,??????????,79224669248,165
?????,?????????????,???????,88005679528,885
???????,??????,?????????,35222675183,746
???????,?????????,??????????,35222645756,131
??????,?????????????,??????????,79228365634,642
???????,???,?????????,35222401662,684
???????,????????,????????,79221106976,120
???????,????????????,?????????,79221517723,572
??????????,??????,??????????,88007970265,128
???????,?????????,????????????,88004077013,43
????????,??????,??????????,88007394293,367
????,??????????,???????,88001440814,962
??????,??????????,???????,35222290712,701
????????,?????????,?????,79227169125,888
??????,????,??????????,35222789256,864
???????,?????????,??????????,35222885681,323
???????,??????????,?????????,79221298349,580
??????????,???????,??????,79223528901,779
???????,?????????,????????,35222545804,612
?????,?????????,???????,35222108023,659
????????,????????,??????????,35222706066,99
?????,?????,??????????,88009617383,544
????,?????????,?????????,35222324382,381
?????,?????????,?????????,79220810020,176
??????,?????????,???????,79223695802,916
???????,??????,?????????,79221520414,472
????????,?????,?????????,35222707983,610
???????,????,?????????,79223703601,818
????????,???,??????????,88004976296,909
????,??????????,????????,35222900451,931
???????,?????????,???????,35222968693,384
????????,?????,?????????,79229259302,2
???????,?????????????,????????,88008735345,259
????????,?????????????,??????????,35222162036,808
?????????,????????????,????????,88006151924,777
??????????,?????,????????,35222750661,999
?????????,??????????,???????,79220229115,204
?????,???????,?????????????,88006532512,905
?????????,?????,?????????,88003633076,838
????????,????????,?????????,79227680021,112
????????,??????????,??????,35222263421,845
???????,??????????,????????,79229639919,212
?????,??????????,???????,35222642423,884
???????,????????,?????????,35222216912,87
????????,?????,??????????,79225737670,176
???????,??????????,???????,35222231426,853
???????,????????????,?????????,79222160473,89
?????,??????,??????????,35222397068,507
??????,?????????,????????,88007600385,953
??????,??????,??????????,88000207593,383
?????,??????????,???????,88001363240,327
?????????,???????,??????,35222783770,355
?????,?????????,?????????,35222352667,247
??????,?????????,????????,35222912891,139
?????,??????????,????????,35222457145,10
????????,??????,???????,35222309670,967
??????,?????????,???????,35222337871,667
????????,??????????,?????????,35222879589,508
???????,???????,???????,35222556146,141
??????????,????,?????????????,88006883710,288
????????,??????,????????,35222423472,125
??????????,????,?????????,35222923272,799
??????????,????,?????????,79225100793,70
??????,???,???????,88001926880,741
????,??????????,????????,35222545230,862
????????,????????,???????,88009310367,93
??????,??????????,?????????,35222817173,510
???????,??????,?????????,79229334081,100
??????,?????,????????????,88006565085,840
????,?????????,????????,35222772312,42
?????,???????,?????????????,88000587450,121
?????,???????,???????,88001512731,523
???????,???,??????????,88005460984,617
??????,?????????,??????????,88004420373,414
????????,?????????,????????,79220062824,365
???????,????????,?????????,35222431771,123
????????,????????,??????????,79225667528,178
??????,??????????,?????,88003259013,884
?????,?????????????,???????,88006760524,288
??????,????????,?????????,88003324142,183
??????,????,??????????,79222674354,766
?????,?????????,???????,79222483665,30
?????????,????????,?????????,88008733563,753
?????,??????????,????????,79225412233,734
??????,??????????,????????,88002349988,587
?????????,??????????,?????????,88003141916,72
??????,??????????,???????,79225133578,465
??????,???????,?????????,35222888522,220
???????,???????,????????,88000795988,274
???????,????????,?????????,35222884439,126
????????,?????????,?????????,35222098321,313
??????,?????,??????????,35222681088,922
???????,?????????,????????,79225127697,264
???????,?????,?????????,88007258961,125
????????,?????????,????????,35222758726,263
????,??????????,???????????,79227764879,219
?????,??????????,??????,35222191237,122
????????,??????????,???????,88009589842,721
?????????,??????????,????????,35222434809,568
???????,??????????,??????,88001139549,575
?????,?????????,???????,79228056610,431
????,?????????,???????,88006749816,358
????,?????????,???????,88003888552,121
??????,??????,?????????,79223661453,64
?????,?????????,???????,79225878754,887
????????,????????????,????????,79228687368,475
??????????,?????????,???????,79224958274,489
????????,?????,????????,35222797032,82
??????,????????,?????????,35222317131,418
???????,??????,???????,79224375259,564
???????,????????,??????????,35222420367,468
??????????,???,?????????,79222181358,500
??????,????,?????????,79227959352,476
??????,??????????,???????,88009072888,118
???????,???????,??????????,35222014771,903
????,?????????????,????????,35222969387,159
???????,??????????,???????,88009377925,901
???,?????????,??????,35222551340,125
??????,?????????,????????,79221583275,253
????????,?????,?????????,79223711342,820
???????,??????????,??????,88004925779,514
??????,???????,???????,88005584516,940
?????????,???????,???????,79226212914,18
?????,?????,??????????,35222673606,372
????????,???????,???????,88007081013,801
????,????????,???????,88005584851,135
????????,???????,??????????,88000430176,856
???????,?????????,???????,35222778691,346
???????,???????,??????,35222398183,739
???????,?????,??????????,79225480464,923
?????,???????,??????,88001684120,900
?????,?????????????,????????,35222846860,390
?????????,??????,????????,88009037017,440
???????,?????????,??????????,35222701244,743
?????,??????????,??????,88000378931,933
????,?????????,????????,35222762542,855
??????,???????,??????????,88009069923,788
??????,?????????,???????,88008414589,416
??????,????????????,??????????,79227832667,833
??????,??????????,??????,79222583564,862
???????,???????,????????,79221595374,225
?????????,?????,????????,79221275514,342
?????????,??????????,???????,79228081264,861
????????,????????,????????,88003172265,740
??????,??????????,??????,35222272019,444
?????,?????????,????????,79220406580,536
??????,???????,?????????????,35222142865,548
???????,?????????,??????,79229796397,914
???????,???????,?????????,88000717144,53
????????,?????????????,???????,35222225965,138
???????,???????,?????????,35222494603,172
????????,????????,?????,88004674352,670
???????,??????,?????????,79222688070,239
????????,???????,?????????,35222328748,834
?????,????????????,???????,88008093725,388
????????,?????,???????,35222671919,254
??????,?????????,???????,79224277920,215
???,?????????,??????,35222832635,471
??????,?????????????,???????,79225038136,848
????????,??????????,????????,35222491464,849
????????,???????,?????????,35222034943,367
????,?????????,?????????,88003672164,281
????,??????????,???????,35222787923,869
?????,??????????,?????,88000549192,42
????????,????????,??????????,35222501695,755
???,?????????,??????????,35222083047,761
??????,?????,????????,79224042469,728
?????,????????,?????????,35222434201,357
??????,?????????,??????,35222331777,496
?????????,??????????,????????,88006121138,243
?????????,???????,????????,35222548826,40
??????,??????????,?????????,88001855547,308
???????,???,?????????,79226841501,285
?????,??????????,?????,88000375478,764
????????,?????????,?????,79220418784,783
??????????,?????,?????????????,79220016477,902
???????,??????????,???????,35222853642,76
??????,????????,???????,35222651958,666
???????,??????????,???????,35222110441,653
??????,?????????,????????,35222261087,72
???????,????????,?????,88002084194,715
???????,????,????????????,79228110583,497
????????,?????????????,????????,79229351962,896
?????????,??????,????????,79222035032,900
????,????,?????????,35222664116,638
????????,??????,??????????,35222250436,489
????????,?????????????,????????,35222367109,354
?????,??????????,????????,79221429524,563
??????,????????,??????????,88006230972,281
????????,????????,?????????,79226634714,911
??????,?????????,??????????,79220486040,72
????,??????????,???????,35222148155,279
??????,????????????,????????,35222553389,209
???????,??????????,??????????,79224419888,391
???????,?????,??????????,35222668682,603
???????,??,?????????,35222471121,882
????????,??????????,??????,88000649358,502
????????,???????,??????????,79228140241,634
???????,?????,??????????,88000158707,752
?????????,?????????????,??????,79227277883,894
?????,??????????,?????,79226460131,920
????????,?????????,??????,35222377146,379
???????,????,????????,88005918873,919
??????,?????????,???????,88003581724,408
?????,?????,????????????,35222526181,565
??????,?????????,?????????,35222180076,415
????????,?????,??????????,88008091292,580
???????,?????????,??????????,79220500022,316
???????,????????,????????,35222374737,125
?????????,???????,?????????,88001811770,538
???????,?????,?????????,35222695537,716
?????,?????,??????????,88006523462,465
????????,????,?????????,35222375269,503
???????,????????,??????????,88001740115,39
???????,?????,?????????,79221013182,717
???????,???????,???????,35222181079,605
???????,???????,??????????,88003390516,205
???????,????,?????????????,35222568965,594
???????,?????????,???????,88008087022,403
???????,??????????,????????,35222745574,326
???????,?????????,???????,79223755492,178
????????,?????????,??????????,88000160279,314
????,?????????,????????,35222188593,39
????????,??????????,???????,35222435726,986
????????,???????,????????,88005397459,245
?????????,??????????,?????????,35222475421,149
?????????,????????,??????????,79220157835,337
????????,???,?????????,35222973245,598
???????????,????,??????????,35222850420,276
???????,?????,?????????,79222683420,188
???????,???,????????????,79226942483,238
???????,????,?????????,79226905556,293
??????,?????????,?????????,35222836450,40
???????,?????,?????????,35222114514,48
?????,????????????,?????????,88002269455,314
?????????,??????,?????????,79224396818,493
??????,????,????????????,79223627857,235
???????,?????????,??????????,35222705162,494
?????,????????,???????,79225102644,53
???????,?????????,????????,79221888497,833
???????,?????????????,????????,88008217733,735
????????,???????,??????????,35222370184,69
????????,????,???????,79229617450,211
???????,??????,??????????,35222453371,653
??????,????,?????????,35222510790,939
????????,??????,??????????,79221541475,173
?????????,??????,????????,35222711549,791
??????????,??????????,????????,35222513845,37
??????,?????????,????????,35222598251,884
????????,????????,?????????,79223376434,544
???????,?????,????????????,88007680970,180
??????????,?????????,?????????,79228079562,461
???????,?????????????,??????,35222252010,532
??????,???????,??????????,79229729882,983
????????,??????????,?????????,35222468130,6
????????,??????,?????????,79228312815,513
?????,?????????,?????????,88000549712,966
?????????,????????????,??????????,35222598002,649
????????,?????????,?????????,35222604212,480
????,?????????,?????,35222278538,627
????????,?????,??????????,79229450081,542
????,?????????,????????,88009263457,663
??????????,????????????,?????????,35222744865,52
?????????,??????????,?????????,88007667099,748
????????,???????,??????????,79226364657,751
???????,???????,?????????,88003022167,980
?????,?????????,????????,88000456035,492
??????,?????,????????????,88002148182,111
???????,????????????,????????,79229093181,36
???,??????????,???????,79223997655,785
????,?????????,????????,79223518838,425
???????,?????,????????????,79226657760,855
??????,??????????,???????,79221759277,477
?????????,????,????????,35222591611,965
???????,???????,?????????????,88004429593,145
???????,??????????,???????,35222199430,11
??????,?????????,?????????,88009091211,854
???????,??????????,????????,79223393481,909
???????,????????,?????????,35222781561,509
????????,????????,??????,79221182699,171
?????????,????,??????????,35222668702,397
?????????,?????????,???????????,88004481895,421
????,?????????,??????,35222249619,490
???????,??????,?????????,88003265258,84
???????,??????????,??????????,35222179437,983
??????,??????????,??????,35222426604,700
???????,????????,???????,79226184950,72
??????,????????????,??????????,88000214847,542
?????,???????,???????,88005119927,529
????????,??????,?????????,35222597080,244
??????????,????????,?????????,35222609396,590
???????,????,???????,79226220905,135
????????,??????,??????????,35222611776,84
??????,??????,????????????,35222807536,104
??????,????????,??????????,88000896181,433
??????,?????,?????????,35222531960,676
??????????,???,?????????,35222571863,910
??????,??????????,?????????,35222946895,46
???????,????,??????????,79222082581,941
?????,??????????,??????????,79220678792,139
?????????,?????,??????????,79227980755,275
????????,???,?????????,35222100277,463
???????,?????,?????????,35222073239,49
????????,?????,????????????,79229498396,171
??????,?????????,??????,79222751292,284
????????,???????,??????????,35222421897,14
?????????,????,?????????,35222892551,105
?????,????????,???????,79220572809,733
?????,?????????,?????,88002997679,213
?????????,?????,?????????,79225639659,281
??????,?????,?????????,79226111176,635
????????,?????????,?????????,35222507767,629
????????????,?????,?????????????,88004275078,423
????????,??????,????????????,88001613426,26
??????,?????????,????????,35222794978,960
???????,??????,?????????,35222172278,1000
?????,?????????,??????,79224403502,130
??????????,??????,?????????,88007587605,380
???????,?????????????,??????????,79228838518,33
???????,????????,??????????,35222726077,707
???????,??????????,???????,88001795279,881
????,???????,???????,79223443828,533
?????,?????????????,??????,79224001769,848
???????,???????,?????????????,79220429388,664
????????,??????????,?????????,88004368048,705
??????,??????????,????????,35222049382,265
????????,??????????,???????,79225106533,574
???????,????,?????????,88001314130,484
?????????,????????,???????,35222039705,813
?????,??????,??????????,35222519728,934
?????,??????????,???????,88008609932,207
???,?????????,??????,79229972661,487
????????,??????,?????????,88002756671,777
?????,????????????,???????,35222040357,554
??????,?????????,?????????,79229817178,803
???????,???????,??????????,79228437276,246
????,????????,??????,88009788621,969
??????,????????????,???????,88006404488,271
????,?????????,???????,88009105807,594
??????,????,??????????,79224854578,480
???????,??????????,???????,79225776741,303
?????,?????????,????????,35222772751,130
?????,???????,???????,88009988177,502
?????,?????????????,??????,35222850399,885
?????????,?????,?????????,79221481299,52
?????,?????????????,?????,79221306177,404
?????,??????????,??????????,35222293726,548
??????,???????,???????,79223929363,230
??????,??????,?????????,35222987350,151
????????,???????,?????????,35222881317,690
???????,?????????,?????????????,79225611826,534
????????,??????????,????????,79220621592,1
???????,???????,??????????,35222558901,762
???????,??????,????????????,35222577559,905
??????,??????????,???????,88003173510,5
?????,?????????,????????,88009784275,150
?????,????????,??????????,35222883297,249
???????,?????,??????????,35222457046,163
????????,?????????,??????????,79229454139,547
????????,????????,????????,35222775187,612
????????,??????,????????,79228542543,59
???????,???????,?????????????,35222199934,383
?????,??????????,???????,88003424235,107
???,????????,?????????,79222509835,252
???????????,??????,??????????,88003016441,365
???????,?????????,?????????????,88004906884,576
??????,??????????,????????,35222782136,311
????????,??????,????????,79221498179,410
???????,?????????,????????,79221325607,779
??????????,??????????,?????????,88003136686,968
???????,????,????????????,88008484870,13
???????,??????,????????,35222144518,657
???????,?????????,????????,35222263671,718
?????,??????????,??????,88005519359,777
?????????,??????????,????????????,88002135600,993
?????????,??????????,???????,88001822832,767
??????,??????????,?????????,79223395924,975
???????,??????,?????????,79223459536,570
???,??????????,????????,35222884139,628
????????,??????????,????????,79227400015,536
???????,?????,?????????????,35222941798,645
????????,?????????,???????,88008399281,405
????????,?????????,?????????,88001153899,60
????????,?????,??????????,35222338890,601
?????????,?????,??????????,79222086521,571
??????????,????????,??????????,88006703683,43
????????,??????,?????????,79226099379,803
?????????,?????????,????????,79229704096,661
??????????,????,????????,35222139025,594
????,?????????,?????????,88008534109,613
?????,????,??????????,35222624187,564
???????,?????????,?????????,88002788705,778
?????,??????????,??????,79223960511,790
?????????,?????????,??????????,79223694294,963
?????,??????????,???????,88004907788,736
???,??????????,?????????,88007487099,116
??????,??????????,??????????,79224633478,42
???????,?????????,??????????,88007149494,545
??????,????????,??????????,88007980752,551
???????,?????,??????????,79227445236,96
??????????,?????????,?????????,79225595390,648
?????????,?????????,???????????,35222872297,722
????????,??????????,????????,79225611662,132
???????,????,?????????,88001755136,975
?????,?????????,????????,35222115649,416
?????,?????????????,???????,79223594092,186
???????,??????,?????????,35222014244,348
??????,?????????????,????????,79223123489,83
??????,????????????,????????,35222677730,409
???????,????????,??????????,35222084706,669
??????????,?????????,?????????,79225734729,705
???????????,?????????,??????????,88005718284,812
?????,????????????,???????,35222426727,983
???????,????????,?????????????,79228227201,795
?????,????????????,?????????,79228375354,258
??????????,?????????,????????,88001388195,134
???????,??????,??????????,79223261896,343
????????,?????????,?????????,79225111080,55
????????,????????,?????????,35222220612,788
????????,??????????,???????????,35222174486,157
????????,?????,????????,35222549821,499
????,?????????,???????,79229212365,851
???????????,??????,?????????,79220573927,787
????????,????????,????????,88009779443,212
????????,?????,??????????,88005678292,768
?????????,?????,?????????????,79222495824,153
???????????,?????,??????????,79229485609,353
???????,????????,???????,35222434497,112
????,??????????,????????,88000996579,68
????????????,????????,??????????,79225251527,126
????????,????,??????????,35222347840,177
?????????,?????,????????,35222872476,127
???????,??????????,????????,35222337774,56
???????,?????????????,?????,88005037782,680
?????,????????,????????,35222560675,20
?????????,?????????,????????,35222527351,489
??????,????????????,?????????,35222587443,903
????????,????,??????????,79220608681,35
?????????,?????,?????????,79229505253,732
?????,??????????,????????,88006207423,496
???????,?????????,?????????,88006456145,320
?????,???????,?????????,35222002794,210
